NAME,MSINI,A,PER,ECC,OM,MASS,RSTAR,DEPTH,BMV,V,VURL,VREF,J,H,KS
,mjupiter,au,day,,deg,mjupiter,rsun,,,,,,,,
Kepler-124 b,0,0.0443423,3.410493,,90,0,0.636,,,,,,12.78,12.314,12.233
Kepler-185 c,0,0.147681,20.729042,,90,0,0.806,,,,,,13.05,12.587,12.515
Kepler-191 c,0,0.133112,17.738506,,90,0,0.789,,,,,,13.42,12.96,12.88
omega Ser b,1.70083,1.07698,277.02,0.106,132,1.70083,12.3,,1.009,5.23,,,3.461,2.955,2.838
Kepler-111 b,0,0.043745,3.341815,,90,0,1.157,,,,,,12.412,12.111,12.11
HD 16175 b,4.37946,2.1185,990,0.6,222,4.37946,1.19707,,0.63,7.29,,,6.166,5.921,5.852
Kepler-235 b,0,0.0437311,3.340222,,90,0,0.554,,,,,,13.952,13.278,13.12
HD 46375 b,0.227201,0.0399038,3.023573,0.063,114,0.227201,0.863012,,0.86,7.91,,,6.451,6.072,6
Kepler-48 c,0.0456363,0.0851485,9.67395,,,0.045968,0.89,0.000777964,,,,,11.702,11.292,11.221
Kepler-114 b,0,0.0586548,5.188549,,90,0,0.667,,,,,,12.035,11.469,11.366
Kepler-60 d,0,0.105629,11.9016171,,,0,1.5,,,,,,12.804,12.569,12.516
Kepler-14 b,8.40643,0.0806879,6.790123,0.0350051,89.0179,8.40643,2.048,0.00323761,0.24,12,,,11.202,11.068,10.988
Kepler-234 c,0,0.0730543,7.21205,,90,0,1.113,,,,,,14.387,14.1,14.06
CoRoT-13 b,1.3102,0.051069,4.03519,0,90,1.31099,1.01,0.00826281,0.738,15.039,http://adsabs.harvard.edu/abs/2010A&A...522A.110C,Cabrera 2010,13.71,13.406,13.38
HD 98219 b,2.12353,1.32398,436.9,0,47,2.12353,2.95355,,0.96,8.21,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,6.42,5.913,5.813
HD 11964 b,0.608106,3.1288,1944.5898,0.041,154.961,0.608106,1.76025,,0.817,6.42,,,5.022,4.636,4.49
HAT-P-34 b,3.32973,0.0677467,5.452654,0.441,20,3.334,1.197,0.00642,0.410001,10.162,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,9.46,9.322,9.247
MOA-2010-BLG-477L b,,,,,,1.5,,,,,,,,,
Kepler-31 b,,0.158038,20.8613,0,90,0.0606674,1.22,0.00168921,,,,,14.233,13.98,13.87
Kepler-85 c,0,0.102591,12.513,,,0,1.24,,,,,,13.552,13.192,13.083
Kepler-219 d,0,0.258138,47.903645,,90,0,1.491,,,,,,12.678,12.4,12.389
Kepler-248 c,0,0.125503,16.239494,,90,0,0.831,,,,,,13.911,13.442,13.36
HD 139357 b,10.0754,2.34618,1125.7,0.1,235.4,10.0754,7.76389,,1.19,5.977,,,4.179,3.592,3.406
HD 1461 b,0.0240044,0.0635202,5.7727,0.14,58,0.0240044,1.12553,,0.674,6.6029,,,5.329,5.041,4.897
Kepler-283 c,0,0.400986,92.743711,,90,0,0.566,,,,,,13.927,13.263,13.14
HAT-P-30 b,0.706657,0.0419042,2.810595,0.035,252,0.711088,1.215,0.0128596,0.451,10.419,,,9.442,9.22,9.151
Kepler-251 d,0,0.189511,30.133001,,90,0,0.89,,,,,,13.96,13.596,13.63
Kepler-234 b,0,0.0380552,2.711506,,90,0,1.113,,,,,,14.387,14.1,14.06
Kepler-37 b,0.00958399,0.102457,13.367308,0,90,0.00958673,0.77,0.0000119,0.68,9.77,,,8.356,8,7.942
Kepler-392 c,0,0.0933838,10.423118,,90,0,1.129,,,,,,12.414,12.151,12.121
HD 8535 b,0.682196,2.4447,1313,0.15,61,0.682196,1.0437,,0.553,7.72,,,6.735,6.449,6.354
HAT-P-28 b,0.627451,0.0433674,3.257215,0.051,233,0.627833,1.103,0.012769,0.37,13.03,,,11.561,11.206,11.104
Kepler-349 c,0,0.103986,12.247629,,90,0,0.927,,,,,,13.584,13.283,13.18
HD 4203 b,2.08215,1.16537,431.88,0.519,329.1,2.08215,1.15783,,0.771,8.7,,,7.389,7.115,7.047
Kepler-331 d,0,0.197812,32.134328,,90,0,0.492,,,,,,14.08,13.51,13.34
HD 102956 b,0.951497,0.0810025,6.4948,0.048,12,0.951497,3.42909,,0.971,8.02,,,6.214,5.767,5.663
Kepler-362 c,0,0.220686,37.866281,,90,0,0.722,,,,,,13.322,12.921,12.78
Kepler-186 e,0,0.121623,22.407793,0.03,270,0,0.472,,,,,,12.473,11.82,11.605
Kepler-321 c,0,0.108723,13.093921,,90,0,1.194,,,,,,11.621,11.3,11.249
Kepler-376 c,0,0.114613,14.172327,,90,0,1.175,,,,,,12.697,12.384,12.32
Fomalhaut b,0,113.443,318498,0.12,,0.5,1.842,,0.09,1.16,,,1.037,0.937,0.945
GJ 176 b,0.0259969,0.0656822,8.7832,0,0,0.0259969,,,1.51,9.97,,,6.462,5.824,5.607
HD 23079 b,2.4433,1.59509,730.6,0.102,55,2.4433,1.16249,,0.583,7.12,,,6.03,5.814,5.705
HD 178911 B b,7.29127,0.344904,71.484,0.114,168.2,7.29127,0.894377,,0.75,7.97,,,6.748,6.458,6.375
WASP-58 b,0.890462,0.0562022,5.01718,0,90,0.891379,1.17,0.0145,0.67,11.66,,,,,
Kepler-244 c,0,0.0894244,9.767292,,90,0,0.803,,,,,,14.306,13.85,13.73
Kepler-354 b,0,0.0608066,5.47666,,90,0,0.674,,,,,,13.875,13.255,13.16
Kepler-278 b,0,0.189627,30.160546,,90,0,2.935,,,,,,10.047,9.581,9.465
HD 162020 b,15.2138,0.0756944,8.428198,0.277,28.4,15.2138,0.526361,,0.964,9.1,,,7.175,6.649,6.539
Kepler-183 b,0,0.0623606,5.687945,,90,0,0.958,,,,,,13.726,13.384,13.31
MOA-bin-1L b,,,,,,3.7,,,,,,,,,
Kepler-210 c,0,0.0781034,7.972513,,90,0,0.65,,,,,,11.992,11.449,11.313
Kepler-184 d,0,0.184825,29.022358,,90,0,0.873,,,,,,13.1,12.752,12.69
HD 168746 b,0.245103,0.0655505,6.404,0.107,17,0.245103,0.888361,,0.713,7.95,,,6.679,6.328,6.253
GJ 876 c,0.612168,0.129574,30.0881,0.25591,48.76,0.612168,,,1.597,10.16,,,5.934,5.349,5.01
Kepler-20 c,0.0494862,0.0930411,10.854092,0,6.46982,0.0495058,0.944,0.000885063,0.9,12.51,,,11.252,10.91,10.871
Kepler-47 b,0,0.267621,49.514,0,,0,0.964,,,,,,13.97,13.64,13.54
Kepler-296 b,0,0.0461525,3.621457,,90,0,0.557,,,,,,13.391,12.81,12.6
Kepler-402 b,0,0.0495511,4.028751,,90,0,1.264,,,,,,12.303,12.082,11.993
Kepler-260 b,0,0.0795006,8.187399,,90,0,0.862,,,,,,12.9,12.54,12.494
Kepler-255 c,0,0.0905121,9.946047,,90,0,0.933,,,,,,14.227,13.854,13.69
HD 215497 b,0.020855,0.0465952,3.93404,0.16,96,0.020855,1.10659,,0.953,9.1044,,,7.339,6.917,6.784
Kepler-62 f,0,0.717595,267.291,0.094434,237.995,0,0.64,0.00042,0.599999,13.8,,,12.256,11.739,11.659
HD 154345 b,0.956901,4.21377,3341.5588,0.044,68.1543,0.956901,1,,0.728,6.76,,,5.41,5.097,5.003
Kepler-60 c,0,0.0871504,8.9193459,,,0,1.5,,,,,,12.804,12.569,12.516
Kepler-395 c,0,0.209361,34.989262,,90,0,0.556,,,,,,13.818,13.131,12.948
HD 217107 b,1.40112,0.0750282,7.1268163,0.126686,24.3621,1.40112,1.5,,0.744,6.17,,,4.948,4.764,4.535
mu Ara c,1.88907,5.34057,4205.8,0.0985,57.6,1.88907,1.25035,,0.694,5.12,,,4.158,3.724,3.682
HD 7199 b,0.295018,1.36155,615,0.19,155,0.295018,1.11756,,0.849,8.06,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,Dumusque 2011,6.664,6.329,6.229
Kepler-233 c,0,0.301339,60.418955,,90,0,0.758,,,,,,14.006,13.555,13.45
GJ 433 b,0.0181986,0.0580371,7.3709,0.08,204,0.0181986,,,1.509,9.813,,,6.471,5.856,5.623
HD 159243 b,1.13,0.110366,12.62,0.02,223,1.13,1.12,,0.54,8.65,http://adsabs.harvard.edu/abs/2013arXiv1311.5271M,Moutou 2013,7.581,7.351,7.297
Kepler-327 d,0,0.113517,13.969457,,90,0,0.492,,,,,,12.794,12.11,11.956
HAT-P-31 b,2.16627,0.0611921,5.005425,0.245,274.3,2.16904,1.36,0.0065,0.35,11.66,,,10.423,10.128,10.083
OGLE-TR-113 b,1.25508,0.0228946,1.4324752,0,90,1.26,0.774,0.021025,,16.08,,,,,13
Kepler-356 c,0,0.108876,13.121632,,90,0,1.335,,,,,,12,11.745,11.704
Kepler-41 b,0.493327,0.0289537,1.855558,0,90,0.493545,0.966,0.00801025,,14.5,http://adsabs.harvard.edu/abs/2011A%26A...536A..70S,Santerne 2011,13.262,12.938,12.892
Kepler-270 b,0,0.0995717,11.476094,,90,0,1.461,,,,,,12.938,12.614,12.627
HD 40307 d,0.028076,0.132422,20.46,0,0,0.028076,0.839223,,0.92,7.17,,,5.411,4.967,4.793
HD 290327 b,2.54762,3.43052,2443,0.08,268,2.54762,0.997399,,0.761,8.96,,,7.683,7.404,7.271
GJ 876 e,0.039229,0.333345,124.26,0.055,239,0.039229,,,1.597,10.16,,,5.934,5.349,5.01
HD 169830 c,4.06407,3.60184,2102,0.33,252,4.06407,1.80318,,0.517,5.9,,,4.974,4.777,4.687
47 UMa c,0.545774,3.57197,2391,0.098,295,0.545774,1.11869,,0.624,5.03,,,3.959,3.736,3.75
Kepler-85 b,0,0.0780663,8.306,,,0,1.24,,,,,,13.552,13.192,13.083
Kepler-313 c,0,0.198382,32.273273,,90,0,1.536,,,,,,12.868,12.551,12.52
Kepler-199 b,0,0.161192,23.637604,,90,0,0.967,,,,,,12.449,12.101,12.083
Kepler-172 b,0,0.0401669,2.940309,,90,0,1.085,,,,,,13.17,12.88,12.79
Kepler-223 d,0,0.117913,14.788759,,90,0,1.017,,,,,,14.1,13.73,13.63
Kepler-360 b,0,0.0432887,3.289672,,90,0,1.058,,,,,,13.642,13.299,13.23
Kepler-246 b,0,0.0541452,4.60182,,90,0,0.831,,,,,,13.587,13.15,13.04
Kepler-347 b,0,0.10708,12.79836,,90,0,1.005,,,,,,13.391,13.08,13.047
HD 63765 b,0.643827,0.94038,358,0.24,122,0.643827,0.975102,,0.75,8.1,,,6.768,6.442,6.316
Kepler-217 c,0,0.0820605,8.586004,,90,0,1.799,,,,,,12.319,12.176,12.103
HD 85390 b,0.131884,1.52377,788,0.41,266,0.131884,0.958233,,0.86,8.54,,,7.012,6.612,6.491
Kepler-401 c,0,0.256031,47.318218,,90,0,1.333,,,,,,12.277,12.06,11.987
Kepler-299 c,0,0.0708347,6.885875,,90,0,1.032,,,,,,13.875,13.51,13.44
Kepler-112 b,0,0.080928,8.408878,,90,0,0.841,,,,,,12.583,12.226,12.155
Kepler-155 c,0,0.27496,52.661793,,90,0,0.62,,,,,,12.53,11.89,11.8
Kepler-271 c,0,0.0743912,7.410935,,90,0,0.88,,,,,,12.198,11.819,11.745
Kepler-241 c,0,0.213635,36.065978,,90,0,0.668,,,,,,13.608,13.064,12.88
WASP-77 A b,1.75912,0.0240531,1.3600309,0,90,1.75921,0.955,0.01693,0.78,10.29,,,8.766,8.374,8.405
Kepler-164 c,0,0.0964797,10.945723,,90,0,1.148,,,,,,13.254,13.008,12.935
Kepler-371 b,0,0.208459,34.763278,,90,0,0.992,,,,,,12.701,12.356,12.344
55 Cnc e,0.0261924,0.0154393,0.736546,0,90,0.0263671,0.943,0.00045369,0.869,5.96,,,4.767,4.264,4.014
HIP 57274 d,0.528573,1.00678,431.7,0.27,187.2,0.528573,0.68,,1.111,8.96,,,6.958,6.408,6.286
HD 221287 b,3.11535,1.25015,456.10001,0.08,98,3.11535,1.10236,,0.513,7.82,,,6.843,6.616,6.569
KOI-13 b,0,0.0342279,1.76358799,0,,6.515,1.71,0.0082446,0.21,9.95,,,9.466,9.455,9.425
HD 192699 b,2.29191,1.12292,345.53,0.129,41.3,2.29191,3.61317,,0.867,6.44,,,4.902,4.36,4.365
Kepler-178 d,0,0.412251,96.678988,,90,0,1.066,,,,,,13.28,12.967,12.899
Kepler-312 b,0,0.0286627,1.772419,,90,0,1.467,,,,,,11.902,11.664,11.596
Kepler-164 b,0,0.0574921,5.03503,,90,0,1.148,,,,,,13.254,13.008,12.935
Kepler-341 b,0,0.0587074,5.195528,,90,0,1.024,,,,,,13.416,13.112,12.994
Kepler-311 c,0,0.142937,19.738286,,90,0,1.188,,,,,,12.751,12.47,12.418
HD 181342 b,3.14944,1.777,663,0.177,281,3.14944,4.76324,,1.02,7.55,,,5.853,5.37,5.251
WASP-8 b,2.13728,0.080153,8.158715,0.31,274.27,2.13797,0.945,0.01276,0.728,9.789,,,8.501,8.22,8.086
HD 131496 b,2.24115,2.1121,883,0.163,22,2.24115,4.56407,,1.04,7.96,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,6.032,5.546,5.437
Kepler-154 c,0,0.307572,62.303276,,90,0,1.001,,,,,,13.389,13.09,12.986
Kepler-334 c,0,0.106855,12.758005,,90,0,1.068,,,,,,11.71,11.448,11.409
Kepler-372 c,0,0.144457,20.053763,,90,0,1.137,,,,,,13.878,13.56,13.56
Kepler-127 b,0,0.11603,14.435889,,90,0,1.359,,,,,,10.536,10.3,10.234
HD 44219 b,0.589265,1.18713,472.3,0.61,147.4,0.589265,1.36324,,0.687,7.69,,,6.509,6.215,6.115
75 Cet b,2.7597,1.97678,691.9,0.117,165,2.7597,10.5,,1.009,5.364,,,3.931,3.318,3.207
Kepler-27 b,0,0.10464,15.3348,0,90,0,0.59,0.00235225,,,,,14.48,14.03,14.12
Kepler-210 b,0,0.0355986,2.453234,,90,0,0.65,,,,,,11.992,11.449,11.313
Kepler-40 b,2.17681,0.0806644,6.87349,0,90,2.17684,2.13,0.00319225,0.139,14.761,,,13.536,13.294,13.27
Kepler-171 c,0,0.0994986,11.463462,,90,0,0.839,,,,,,13.586,13.23,13.21
Kepler-298 c,0,0.157953,22.92881,,90,0,0.582,,,,,,13.718,13.139,13.07
Kepler-331 c,0,0.130814,17.28111,,90,0,0.492,,,,,,14.08,13.51,13.34
HD 220074 b,11.1883,1.60044,672.1,0.14,323,11.1883,54.7067,,1.678,6.4885,,,3.182,2.373,2.006
Kepler-133 b,0,0.0791285,8.129976,,90,0,1.425,,,,,,11.68,11.399,11.32
HAT-P-39 b,0.598375,0.0509456,3.54387,0,90,0.599196,1.625,0.00986049,,12.422,,,11.424,11.184,11.157
WASP-26 b,1.00876,0.0399686,2.7566,0,90,1.01746,1.34,0.0103,0.32,11.3,,,10.021,9.775,9.69
WASP-71 b,2.24554,0.0463361,2.9036747,0,90,,2.32,0.00444,0.79,10.56,,,9.636,9.416,9.32
HIP 2247 b,5.12319,1.33884,655.6,0.54,112.2,5.12319,1.07261,,1.128,9.62,,,7.574,7.027,6.914
GJ 876 d,0.0184193,0.0208066,1.93778,0.207,234,0.0184193,,,1.597,10.16,,,5.934,5.349,5.01
Kepler-312 c,0,0.142982,19.747412,,90,0,1.467,,,,,,11.902,11.664,11.596
OGLE-TR-56 b,1.35448,0.0238309,1.2119189,0,90,1.39,1.363,0.0105473,,16.56,,,,,
Kepler-235 c,0,0.0771364,7.824904,,90,0,0.554,,,,,,13.952,13.278,13.12
Kepler-146 c,0,0.353393,76.732171,,90,0,1.208,,,,,,12.739,12.472,12.475
Kepler-372 d,0,0.189342,30.092568,,90,0,1.137,,,,,,13.878,13.56,13.56
Kepler-156 b,0,0.0570224,4.973456,,90,0,0.807,,,,,,12.735,12.255,12.155
HD 38529 b,0.803263,0.1272,14.310195,0.243663,95.3538,0.803263,2.02418,,0.773,5.95,,,4.905,4.384,4.211
Kepler-393 c,0,0.11698,14.613612,,90,0,1.382,,,,,,12.325,12.087,11.995
Kepler-136 c,0,0.126325,16.399235,,90,0,1.355,,,,,,10.804,10.573,10.519
BD +20 2457 c,6.90191,1.45701,621.99,0.18,126.02,6.90191,32.9639,,1.25,9.75,,,7.299,6.606,6.422
Kepler-144 b,0,0.0637947,5.885273,,90,0,1.235,,,,,,11.05,10.83,10.792
HD 22781 b,13.8403,1.16847,528.07,0.8191,315.92,13.8403,0.720445,,0.85,8.78,,,7.149,6.686,6.607
Kepler-208 d,0,0.09757,11.131786,,90,0,1.314,,,,,,12.547,12.309,12.21
Kepler-286 e,0,0.185669,29.221289,,90,0,0.863,,,,,,14.39,14.06,14.12
Kepler-351 b,0,0.217522,37.054919,,90,0,0.854,,,,,,14.669,14.205,14.097
HD 120084 b,4.4772,4.26892,2082,0.66,117,4.4772,10.9537,,1,5.91,,,4.091,3.599,3.572
MOA-2009-BLG-266L b,,,,,,0.0327,,,,,,,,,
Kepler-387 b,0,0.0701869,6.791636,,90,0,1.046,,,,,,12.909,12.608,12.536
HD 20868 b,2.00901,0.947319,380.85,0.75,356.2,2.00901,1.15581,,1.037,9.92,,,8.138,7.641,7.543
HAT-P-9 b,0.775153,0.0528645,3.92289,0,90,0.776601,1.32,0.0117289,0.5,12.34,,,11.274,11.04,11.015
Kepler-33 e,0,0.213825,31.7844,0,90,0,1.82,0.000404412,0.65,13.74,,,12.871,12.62,12.591
Kepler-216 c,0,0.131447,17.406669,,90,0,1.26,,,,,,12.956,12.695,12.621
Kepler-365 c,0,0.13334,17.784129,,90,0,1.048,,,,,,13.484,13.155,13.14
Kepler-19 b,0,0.0845828,9.2869944,0,90,0,0.85,0.000565964,0.84,12.04,,,10.719,10.375,10.318
Kepler-130 b,0,0.0812393,8.457458,,90,0,1.127,,,,,,10.81,10.529,10.49
Kepler-160 c,0,0.112047,13.699087,,90,0,0.884,,,,,,13.46,13.101,13.052
Kepler-207 c,0,0.0413536,3.071571,,90,0,1.588,,,,,,12.1,11.841,11.805
Kepler-284 b,0,0.106526,12.699149,,90,0,0.814,,,,,,14.56,14.15,14.08
Kepler-326 b,0,0.0335877,2.248329,,90,0,0.801,,,,,,12.229,11.783,11.673
HD 107148 b,0.212171,0.270013,48.056,0.05,75,0.212171,1.04161,,0.707,8.01,,,6.857,6.604,6.474
Kepler-200 c,0,0.0921796,10.222157,,90,0,0.944,,,,,,12.871,12.58,12.455
Kepler-95 b,,0.102439,11.5231,0,,0.0353405,1.41,0.0004913,,,,,11.21,10.867,10.801
Kepler-280 c,0,0.0557436,4.807091,,90,0,0.886,,,,,,13.289,12.914,12.844
KIC 11442793 e,0,0.423643,91.93913,,,0,1.2,0.000412,,,,,12.79,12.531,12.482
Kepler-249 d,0,0.120974,15.368459,,90,0,0.482,,,,,,12.836,12.15,11.966
51 Peg b,0.461143,0.0521068,4.230785,0.013,58,0.461143,1.02451,,0.666,5.45,,,4.655,4.233,3.911
WASP-60 b,0,0.0531041,4.3050011,0,90,0,1.14,0.006,0.68,12.18,,,,,
Kepler-99 b,0.0203553,0.0500668,4.60358,0,90,0.0203553,0.73,0.000341326,,,,,11.368,10.852,10.757
Kepler-125 c,0,0.0629914,5.774464,,90,0,0.512,,,,,,12.484,11.869,11.682
Kepler-319 c,0,0.0712147,6.941357,,90,0,0.903,,,,,,12.631,12.315,12.208
Kepler-153 b,0,0.138715,18.870227,,90,0,0.892,,,,,,12.945,12.483,12.418
55 Cnc f,0.172877,0.773567,261.2,0.32,139,0.172877,0.943,,0.869,5.96,,,4.767,4.264,4.014
Kepler-238 d,0,0.109494,13.233549,,90,0,1.43,,,,,,13.894,13.545,13.51
Kepler-153 c,0,0.254528,46.90232,,90,0,0.892,,,,,,12.945,12.483,12.418
HD 212301 b,0.39615,0.034116,2.245715,0,0,0.39615,,,0.56,7.76,,,6.765,6.522,6.466
Kepler-295 c,0,0.151444,21.526258,,90,0,0.898,,,,,,13.145,12.763,12.717
GJ 504 b,,,,,,4,0.912273,,,,,,4.106,3.86,3.808
HAT-P-15 b,1.9513,0.0964692,10.863502,0.19,262,1.95154,1.08,0.0103861,0.61,12.159,,,10.194,9.752,9.683
Kepler-24 e,0,0.139343,18.998355,,90,0,1.289,,,,,,13.763,13.45,13.372
HD 209458 b,0.68851,0.047235,3.52474859,0,0,0.689646,1.155,0.0146071,0.594,7.65,,,6.591,6.365,6.307
HD 102272 b,4.10898,0.512595,127.58,0.05,118,4.10898,12.7057,,1.02,8.69,,,6.895,6.402,6.259
HD 181433 b,0.0237331,0.0800943,9.3743,0.396,202,0.0237331,1.00831,,1.01,8.38,,,6.664,6.243,6.094
HD 187123 b,0.510056,0.042091,3.0965828,0.0102736,24.5363,0.510056,1.14277,,0.661,7.83,,,6.635,6.395,6.337
HD 108147 b,0.257999,0.101407,10.8985,0.53,308,0.257999,1.29703,,0.537,6.99,,,6.006,5.831,5.721
Kepler-82 c,0,0.256743,51.538,,,0,0.9,,,,,,13.879,13.527,13.518
WASP-61 b,2.05477,0.0514489,3.8559,0,90,2.05491,1.36,0.0088,0.34,12.49,,,11.219,11.034,11.008
Kepler-58 b,0,0.0905953,10.2184954,,,0,1.03,,,,,,13.643,13.382,13.28
Kepler-379 b,0,0.144671,20.09838,,90,0,1.306,,,,,,12.341,12.092,12.005
Kepler-376 b,0,0.0566146,4.920199,,90,0,1.175,,,,,,12.697,12.384,12.32
HD 215497 c,0.327524,1.28243,567.94,0.49,45,0.327524,1.10659,,0.953,9.1044,,,7.339,6.917,6.784
Kepler-225 b,0,0.0698236,6.738975,,90,0,0.48,,,,,,14.032,13.341,13.25
CoRoT-17 b,2.45898,0.0480499,3.7681,0,90,2.46001,1.5121,0.00434937,1.5,15.46,,,13.174,12.615,12.472
HD 20794 d,0.0147932,0.349781,90.309,0,0,0.0147932,1.22683,,0.711,4.26,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,Pepe 2011,3.032,2.709,2.636
xi Aql b,1.77912,0.53813,136.75,0,0,1.77912,10.45,,1.023,4.71,,,2.851,2.366,2.17
HD 33564 b,9.12785,1.1241,388,0.34,205,9.12785,,,0.506,5.08,,,4.416,4.2,3.911
HD 40979 b,4.02224,0.846038,264.15,0.252,323.4,4.02224,1.27973,,0.573,6.74,,,5.741,5.509,5.451
GJ 581 c,0.0167756,0.0729238,12.9182,0.07,235,0.0167756,0.299,,1.6,10.57,,,6.706,6.094,5.836
HD 10180 c,0.0415054,0.0641175,5.75962,0.077,279,0.0415054,1.10851,,0.629,7.33,,,6.246,5.934,5.868
WASP-31 b,0.477154,0.0466223,3.405909,0,90,0.479329,1.252,0.01622,0.31,11.7,,,10.912,10.709,10.65
HD 134987 c,0.804926,5.82513,5000,0.12,195,0.804926,1.16572,,0.691,6.47,,,5.267,5.121,4.881
Kepler-102 d,0.0126441,0.0860714,10.3117,0,,0.00574989,0.74,0.000215561,0.51,12.07,,,9.984,9.446,9.351
Kepler-164 d,0,0.184674,28.986769,,90,0,1.148,,,,,,13.254,13.008,12.935
HD 40307 b,0.0129071,0.0468927,4.3115,0,0,0.0129071,0.839223,,0.92,7.17,,,5.411,4.967,4.793
Kepler-199 c,0,0.323142,67.093408,,90,0,0.967,,,,,,12.449,12.101,12.083
Kepler-344 b,0,0.15349,21.963945,,90,0,0.976,,,,,,14.082,13.71,13.66
Kepler-132 b,0,0.0658943,6.178196,,90,0,1.178,,,,,,10.797,10.516,10.424
iota Dra b,9.31534,1.31029,511.098,0.7124,91.58,9.31534,11.99,,1.166,3.29,,,1.292,0.723,0.671
HD 108874 b,1.2902,1.03527,394.48124,0.1276,219.356,1.2902,1.12115,,0.738,8.76,,,7.479,7.11,7.06
Kepler-250 d,0,0.132661,17.648312,,90,0,0.805,,,,,,14,13.5,13.48
Kepler-256 d,0,0.0634611,5.839172,,90,0,1.301,,,,,,13.824,13.496,13.42
Kepler-187 b,0,0.0567577,4.938864,,90,0,1.287,,,,,,12.956,12.62,12.566
HD 4732 b,2.37727,1.19218,360.2,0.13,85,2.37727,5.55146,,0.945,5.901,,,4.338,3.717,3.691
Kepler-374 d,0,0.0574402,5.028219,,90,0,0.911,,,,,,13.503,13.181,13.14
Kepler-383 c,0,0.193962,31.200751,,90,0,0.672,,,,,,13.367,12.807,12.674
HD 23596 b,7.74272,2.77219,1561,0.266,272.6,7.74272,1.96615,,0.634,7.25,,,6.173,5.961,5.873
Kepler-295 b,0,0.106224,12.645164,,90,0,0.898,,,,,,13.145,12.763,12.717
Kepler-171 d,0,0.227355,39.595519,,90,0,0.839,,,,,,13.586,13.23,13.21
HD 25171 b,0.956204,3.03064,1845,0.08,96,0.956204,1.06877,,0.554,7.79,,,6.765,6.57,6.489
HD 83443 b,0.395855,0.0404623,2.985698,0.013,117,0.395855,0.942509,,0.811,8.23,,,6.876,6.584,6.443
Kepler-287 b,0,0.145838,20.342199,,90,0,1.032,,,,,,13.542,13.2,13.13
WASP-36 b,2.25537,0.0262601,1.5373653,0,90,2.26929,0.943,0.01913,0.400001,12.7,http://adsabs.harvard.edu/abs/2012AJ....143...81S,Smith 2012,11.609,11.353,11.294
Kepler-213 c,0,0.0558662,4.822962,,90,0,1.195,,,,,,12.477,12.17,12.122
Kepler-268 b,0,0.17147,25.934138,,90,0,1.274,,,,,,12.675,12.411,12.382
HD 43691 b,2.49717,0.241901,36.959999,0.14,290,2.49717,1.34586,,0.596,8.03,,,6.976,6.777,6.7
Kepler-204 b,0,0.115842,14.400974,,90,0,1.238,,,,,,12.846,12.486,12.481
Kepler-149 c,0,0.284166,55.328328,,90,0,0.953,,,,,,12.694,12.274,12.184
30 Ari B b,9.87792,0.99475,335.1,0.289,307,9.87792,1.02283,,0.51,7.091,,,6.08,5.908,5.822
HAT-P-6 b,1.05632,0.0523738,3.852985,0,90,1.05957,1.46,0.00872,0.67,10.44,,,9.558,9.44,9.313
Kepler-35 b,0.127,0.48628,131.458,0.042,11.6336,0.127011,1.0284,,,,,,14.43,14.04,13.88
Kepler-397 b,0,0.154824,22.250949,,90,0,0.767,,,,,,14.587,14.123,13.9
Kepler-129 c,0,0.369989,82.20017,,90,0,1.641,,,,,,10.6,10.325,10.252
Kepler-398 c,0,0.0992436,11.419412,,90,0,0.613,,,,,,11.514,10.932,10.794
Kepler-211 b,0,0.0504476,4.138575,,90,0,0.816,,,,,,11.927,11.488,11.447
Kepler-242 b,0,0.0796077,8.20395,,90,0,0.85,,,,,,13.821,13.316,13.24
Kepler-138 b,0,0.0927211,10.312364,,90,0,0.528,,,,,,10.293,9.68,9.506
Kepler-389 b,0,0.0428881,3.244107,,90,0,0.792,,,,,,14.417,13.903,13.896
PSR B1257+12 A,0,0.168494,25.262,0,90,0.0000629267,,,,,,,,,
BD -08 2823 c,0.328101,0.679166,237.6,0.19,127,0.328101,1.27853,,1.071,9.9889,,,7.96,7.498,7.323
4 UMa b,7.13242,0.876999,269.29999,0.432,23.81,7.13242,34.6101,,1.197,5.787,,,2.619,2.02,1.733
Qatar-1 b,1.08272,0.0234308,1.420033,0,90,1.08979,0.823,0.02117,1.057,12.843,,,10.999,10.527,10.409
HD 10697 b,6.23505,2.13177,1075.2,0.099,111.2,6.23505,1.54131,,0.72,6.27,,,5.386,4.677,4.6
Kepler-194 b,0,0.032015,2.092281,,90,0,1.025,,,,,,13.78,13.45,13.51
Kepler-221 d,0,0.0910907,10.04156,,90,0,0.821,,,,,,12.413,11.995,11.9
Kepler-338 d,0,0.245507,44.431014,,90,0,1.735,,,,,,11.1,10.84,10.756
Kepler-32 e,0,0.0323795,2.896,,,0,0.53,0.000671,,,,,13.616,12.901,12.757
HD 113337 b,2.83,1.03346,324,0.46,219.2,2.83,1.5,,0.43,6,,,5.187,5.053,5.005
Kepler-146 b,0,0.193788,31.158799,,90,0,1.208,,,,,,12.739,12.472,12.475
